survey_id,customer_key,survey_date,nps_score,category,comment
1262,1111,2024-03-30,3,App & Digital,
1263,13669,2025-06-01,10,App & Digital,Übersichtliches Portal
1264,1200,2025-03-30,1,Installation,
1265,19011,2025-05-26,10,App & Digital,Verbrauch immer im Blick
1266,18367,2024-05-05,1,Gesamtzufriedenheit,Erwartungen nicht erfüllt
1267,18034,2025-04-28,8,Produkt,Ganz okay
1268,31,2025-07-29,10,App & Digital,Verbrauch immer im Blick
1269,15550,2024-10-03,9,App & Digital,
1270,3672,2024-12-12,7,Kundenservice,Service war in Ordnung
1271,8124,2025-04-18,3,Gesamtzufriedenheit,
1272,10114,2025-07-27,9,App & Digital,Einfache Bedienung
1273,2407,2024-01-20,10,Kundenservice,
1274,13008,2024-10-19,4,Produkt,Qualität mangelhaft
1275,4130,2025-04-01,7,App & Digital,
1276,5392,2024-04-16,8,Installation,
1277,443,2025-08-01,6,Installation,Termin dreimal verschoben
1278,7803,2024-07-06,8,Kundenservice,
1279,17725,2025-10-04,1,Gesamtzufriedenheit,Würde nicht erneut wählen
1280,17205,2025-10-20,7,Installation,"War okay, nichts Besonderes"
1281,522,2025-08-08,9,App & Digital,Einfache Bedienung
1282,14189,2024-01-22,10,App & Digital,
1283,9900,2024-08-15,9,Kundenservice,Schnelle Hilfe erhalten
1284,7595,2024-06-25,10,Produkt,
1285,5413,2025-01-15,10,Produkt,Wallbox perfekt installiert
1286,3183,2024-11-17,10,Gesamtzufriedenheit,
1287,9229,2025-11-03,8,Produkt,Leistung könnte besser sein
1288,3640,2025-11-29,0,Installation,Termin dreimal verschoben
1289,1975,2024-11-01,10,Preis-Leistung,Preis stimmt
1290,7140,2024-10-20,10,Produkt,
1291,18872,2024-09-06,7,App & Digital,Design veraltet
1292,17502,2024-06-04,8,App & Digital,
1293,3546,2024-05-18,9,Installation,
1294,107,2024-03-16,10,App & Digital,Einfache Bedienung
1295,7050,2025-09-25,8,Produkt,Ganz okay
1296,17654,2024-05-03,10,Installation,
1297,7827,2025-01-17,9,App & Digital,Übersichtliches Portal
1298,9263,2024-11-22,1,Kundenservice,
1299,6001,2025-12-14,6,App & Digital,Keine Echtzeit-Daten
1300,7802,2025-02-18,8,Kundenservice,
1301,3612,2025-02-19,9,Kundenservice,Sehr freundliche Mitarbeiter
1302,4038,2024-04-23,9,App & Digital,
1303,15724,2025-05-09,5,Produkt,Qualität mangelhaft
1304,5918,2024-02-22,0,Kundenservice,Niemand erreichbar
1305,8053,2024-08-21,7,Installation,"War okay, nichts Besonderes"
1306,3556,2024-08-27,8,Kundenservice,
1307,2968,2025-06-22,7,Installation,
1308,14655,2025-08-27,7,Gesamtzufriedenheit,Könnte besser sein
1309,4243,2024-01-14,7,Produkt,Leistung könnte besser sein
1310,9821,2025-06-27,7,Gesamtzufriedenheit,
1311,16214,2024-06-17,8,Gesamtzufriedenheit,
1312,16435,2025-09-16,9,Installation,Termingerecht fertig
1313,18353,2024-09-10,7,Gesamtzufriedenheit,Könnte besser sein
1314,1814,2024-03-22,10,Gesamtzufriedenheit,Top Anbieter
1315,5794,2024-02-04,7,Gesamtzufriedenheit,Nichts Besonderes
1316,11158,2024-05-18,5,Preis-Leistung,Preiserhöhung nicht akzeptabel
1317,18545,2024-07-30,8,Preis-Leistung,
1318,14790,2025-12-06,2,Kundenservice,Keine Lösung erhalten
1319,15537,2025-04-29,8,Gesamtzufriedenheit,
1320,14999,2024-12-27,4,Preis-Leistung,Versteckte Kosten
1321,18593,2024-02-11,8,Kundenservice,Service war in Ordnung
1322,6390,2025-05-18,5,Installation,Unsaubere Arbeit
1323,19593,2024-02-16,8,App & Digital,Design veraltet
1324,10428,2025-09-17,5,Kundenservice,
1325,10180,2024-11-29,10,Produkt,Wallbox perfekt installiert
1326,3432,2024-03-10,10,Installation,Installation top organisiert
1327,18305,2024-04-18,8,Produkt,Funktioniert wie erwartet
1328,9581,2025-11-29,6,Installation,
1329,8631,2024-02-29,7,Kundenservice,Service war in Ordnung
1330,19407,2024-05-04,0,Kundenservice,Niemand erreichbar
1331,181,2025-02-10,8,Kundenservice,
1332,17985,2024-02-06,9,App & Digital,Verbrauch immer im Blick
1333,18608,2025-05-08,6,Gesamtzufriedenheit,Würde nicht erneut wählen
1334,16114,2025-06-03,10,Installation,
1335,3571,2025-08-17,3,Preis-Leistung,Versteckte Kosten
1336,17073,2025-01-25,9,Preis-Leistung,Gutes Preis-Leistungs-Verhältnis
1337,6876,2024-10-12,10,Produkt,
1338,8946,2025-07-29,9,Installation,Termingerecht fertig
1339,582,2024-03-28,7,Preis-Leistung,
1340,9139,2025-03-27,7,Installation,
1341,1178,2025-10-21,10,Installation,Schnell und sauber
1342,321,2024-03-28,3,Kundenservice,Niemand erreichbar
1343,4482,2025-11-30,9,Kundenservice,Problemlos gelöst
1344,15894,2024-08-01,9,App & Digital,
1345,14039,2025-05-11,6,Installation,Termin dreimal verschoben
1346,970,2024-10-18,4,App & Digital,App nicht nutzbar
1347,15940,2025-02-09,8,Kundenservice,Musste mehrfach anrufen
1348,16131,2024-02-11,2,Preis-Leistung,Nicht transparent
1349,11304,2024-08-19,9,Produkt,Smart Meter sehr nützlich
1350,1219,2024-06-05,1,Kundenservice,
1351,18914,2024-03-20,9,App & Digital,Verbrauch immer im Blick
1352,12210,2025-05-11,9,Preis-Leistung,Preis stimmt
1353,4611,2024-10-03,5,Kundenservice,Beschwerde ignoriert
1354,19501,2025-04-11,7,Gesamtzufriedenheit,
1355,1254,2024-01-21,8,Preis-Leistung,
1356,13307,2024-03-25,1,Installation,
1357,16853,2025-02-04,6,Gesamtzufriedenheit,Erwartungen nicht erfüllt
1358,5729,2024-11-15,10,Preis-Leistung,Gutes Preis-Leistungs-Verhältnis
1359,18907,2025-12-31,9,App & Digital,Übersichtliches Portal
1360,16584,2024-12-12,7,App & Digital,Design veraltet
1361,17962,2025-10-20,9,App & Digital,Einfache Bedienung
1362,4297,2025-06-17,9,Installation,Handwerker sehr professionell
1363,3782,2025-03-11,10,Kundenservice,Problemlos gelöst
1364,10813,2025-02-14,10,Installation,
1365,8415,2025-12-27,9,Produkt,Wärmepumpe spart enorm
1366,19990,2024-06-07,10,Installation,Schnell und sauber
1367,986,2024-10-16,5,Gesamtzufriedenheit,Würde nicht erneut wählen
1368,4627,2025-01-03,6,Installation,Unsaubere Arbeit
1369,699,2024-04-18,7,Kundenservice,
1370,2600,2024-10-07,8,Installation,Hat etwas gedauert
1371,18915,2024-05-06,7,Installation,Hat etwas gedauert
1372,12349,2024-09-19,3,Installation,Chaos bei der Installation
1373,17676,2024-07-02,8,Produkt,Leistung könnte besser sein
1374,10780,2025-04-18,9,Installation,
1375,10396,2025-07-21,10,Kundenservice,Kompetente Beratung
1376,15022,2024-05-02,9,Produkt,Solaranlage läuft einwandfrei
1377,12985,2024-11-23,8,Produkt,Funktioniert wie erwartet
1378,10157,2024-05-21,6,Gesamtzufriedenheit,Würde nicht erneut wählen
1379,273,2024-03-27,0,Kundenservice,
1380,7562,2025-05-18,8,App & Digital,
1381,10507,2025-06-16,8,Installation,"War okay, nichts Besonderes"
1382,7342,2025-08-16,10,Kundenservice,
1383,14703,2024-01-18,10,Gesamtzufriedenheit,Kann ich nur weiterempfehlen
1384,11876,2025-06-26,8,App & Digital,
1385,10842,2025-02-25,9,Gesamtzufriedenheit,Top Anbieter
1386,13824,2025-09-29,9,Produkt,
1387,16794,2025-04-09,4,Installation,
1388,15164,2025-10-18,0,App & Digital,App nicht nutzbar
1389,8083,2024-02-11,4,Preis-Leistung,Nicht transparent
1390,19505,2025-02-03,10,Installation,
1391,15988,2025-02-17,6,Installation,Termin dreimal verschoben
1392,10766,2024-05-10,3,Kundenservice,Unfreundlich am Telefon
1393,7131,2025-12-20,8,Installation,"War okay, nichts Besonderes"
1394,18699,2024-08-28,7,Installation,Kleine Verzögerung
1395,12846,2024-07-29,10,Kundenservice,Problemlos gelöst
1396,4591,2024-08-10,10,Installation,Installation top organisiert
1397,8518,2025-03-23,9,Installation,Installation top organisiert
1398,5927,2024-07-23,8,Produkt,Funktioniert wie erwartet
1399,12296,2025-01-25,6,Kundenservice,Beschwerde ignoriert
1400,10612,2024-01-30,2,Installation,Chaos bei der Installation
1401,5538,2025-02-06,9,Produkt,
1402,16693,2024-10-04,8,Preis-Leistung,Vergleichbar mit anderen
1403,8555,2025-08-02,10,Gesamtzufriedenheit,
1404,3832,2025-03-08,9,App & Digital,Einfache Bedienung
1405,5020,2024-01-03,7,Gesamtzufriedenheit,Könnte besser sein
1406,4183,2025-11-29,6,App & Digital,Sehr langsam
1407,8048,2024-04-26,7,Installation,
1408,6156,2024-01-02,9,Produkt,Wärmepumpe spart enorm
1409,10286,2025-11-29,9,Installation,Handwerker sehr professionell
1410,13375,2025-07-24,7,Gesamtzufriedenheit,Durchschnittlich
1411,12222,2025-07-03,10,Kundenservice,Kompetente Beratung
1412,17327,2024-01-20,8,Preis-Leistung,Etwas teuer
1413,13174,2024-09-30,8,Installation,Kleine Verzögerung
1414,1828,2025-08-03,5,Installation,
1415,7142,2024-08-11,7,Gesamtzufriedenheit,
1416,6849,2024-10-10,10,Produkt,Solaranlage läuft einwandfrei
1417,956,2024-11-06,10,App & Digital,App funktioniert super
1418,1523,2025-03-06,0,Installation,Termin dreimal verschoben
1419,6938,2024-01-31,9,Produkt,
1420,7319,2024-01-30,10,App & Digital,Einfache Bedienung
1421,14468,2024-02-19,4,Kundenservice,Unfreundlich am Telefon
1422,5731,2025-02-26,8,Gesamtzufriedenheit,
1423,10364,2025-09-26,6,Gesamtzufriedenheit,Schlechte Erfahrung
1424,3397,2024-01-02,0,Preis-Leistung,Versteckte Kosten
1425,14932,2025-01-28,8,App & Digital,
1426,19897,2024-08-02,9,Gesamtzufriedenheit,Top Anbieter
1427,2574,2025-04-08,8,Preis-Leistung,
1428,885,2025-04-28,10,App & Digital,Einfache Bedienung
1429,6757,2024-09-24,6,App & Digital,App nicht nutzbar
1430,16925,2024-12-14,8,Preis-Leistung,
1431,9101,2025-02-25,7,Installation,"War okay, nichts Besonderes"
1432,11867,2025-04-18,5,Kundenservice,Unfreundlich am Telefon
1433,11241,2024-10-11,4,Installation,Unsaubere Arbeit
1434,10708,2024-06-06,9,Gesamtzufriedenheit,Kann ich nur weiterempfehlen
1435,11436,2024-11-27,8,Installation,"War okay, nichts Besonderes"
1436,13770,2025-03-12,8,Preis-Leistung,
1437,2793,2025-10-27,9,Installation,
1438,4475,2024-03-10,9,App & Digital,Übersichtliches Portal
1439,10139,2025-03-21,5,Gesamtzufriedenheit,
1440,13289,2024-09-20,9,Installation,Schnell und sauber
1441,6229,2024-06-15,10,Produkt,
1442,1964,2025-10-17,0,Kundenservice,
1443,19211,2024-07-03,7,Kundenservice,Lange Wartezeit am Telefon
1444,13990,2025-03-30,8,Installation,
1445,11291,2025-09-12,8,Kundenservice,
1446,5586,2025-02-22,5,Produkt,
1447,19561,2025-07-01,7,Produkt,
1448,19955,2024-02-15,9,Kundenservice,Kompetente Beratung
1449,12702,2024-11-27,0,Preis-Leistung,Versteckte Kosten
1450,10277,2025-03-24,4,Produkt,Qualität mangelhaft
1451,6245,2024-01-01,8,Produkt,Leistung könnte besser sein
1452,17937,2024-01-21,10,Installation,Handwerker sehr professionell
1453,17978,2025-10-02,1,Installation,Nachbesserung nötig
1454,13987,2025-04-17,10,Kundenservice,
1455,17422,2025-08-21,3,Gesamtzufriedenheit,Würde nicht erneut wählen
1456,5997,2024-02-16,7,Installation,Hat etwas gedauert
1457,16901,2025-11-17,0,Gesamtzufriedenheit,Schlechte Erfahrung
1458,16313,2024-05-08,7,Gesamtzufriedenheit,Nichts Besonderes
1459,1002,2024-02-23,8,Installation,Kleine Verzögerung
1460,9475,2025-10-20,4,Preis-Leistung,Preiserhöhung nicht akzeptabel
1461,16692,2024-12-01,6,Preis-Leistung,
1462,8113,2025-08-07,10,App & Digital,
1463,3617,2024-07-06,0,Gesamtzufriedenheit,Bin enttäuscht
1464,3393,2025-01-16,5,Kundenservice,
1465,13278,2025-05-06,10,Preis-Leistung,
1466,2818,2024-07-31,7,Produkt,Leistung könnte besser sein
1467,17719,2025-02-16,9,Produkt,Wärmepumpe spart enorm
1468,19759,2024-01-13,4,Installation,Unsaubere Arbeit
1469,7442,2025-09-10,6,Preis-Leistung,Nicht transparent
1470,14926,2024-03-13,9,Kundenservice,Kompetente Beratung
1471,17558,2024-11-05,8,Kundenservice,
1472,3643,2025-02-14,8,Kundenservice,Service war in Ordnung
1473,2917,2025-01-28,2,Kundenservice,Keine Lösung erhalten
1474,18246,2025-03-01,8,Produkt,Leistung könnte besser sein
1475,9430,2025-10-30,7,Preis-Leistung,Etwas teuer
1476,7024,2024-01-13,8,Gesamtzufriedenheit,Im Großen und Ganzen okay
1477,1621,2025-09-17,7,Kundenservice,Musste mehrfach anrufen
1478,8456,2025-06-17,0,Installation,Termin dreimal verschoben
1479,6388,2024-03-26,3,Gesamtzufriedenheit,Schlechte Erfahrung
1480,12765,2025-09-10,9,Preis-Leistung,
1481,342,2025-08-31,9,Installation,Termingerecht fertig
1482,9617,2025-11-24,5,Preis-Leistung,Versteckte Kosten
1483,13316,2025-04-16,3,App & Digital,Keine Echtzeit-Daten
1484,10906,2025-07-29,10,Produkt,
1485,10422,2024-02-25,7,Produkt,Leistung könnte besser sein
1486,5892,2025-05-05,8,Gesamtzufriedenheit,
1487,18901,2024-08-25,5,Kundenservice,Niemand erreichbar
1488,7896,2024-09-14,3,Gesamtzufriedenheit,Würde nicht erneut wählen
1489,18291,2024-09-07,10,Preis-Leistung,Günstiger als erwartet
1490,13618,2025-06-03,5,App & Digital,
1491,10154,2025-11-21,4,Preis-Leistung,
1492,5568,2025-09-26,9,App & Digital,
1493,1727,2025-02-05,6,Produkt,Störungen häufig
1494,16965,2024-05-05,9,App & Digital,
1495,1990,2025-11-13,5,Gesamtzufriedenheit,Bin enttäuscht
1496,18710,2024-03-13,9,Preis-Leistung,Preis stimmt
1497,12117,2024-02-23,9,Kundenservice,Problemlos gelöst
1498,16145,2024-04-09,8,Kundenservice,
1499,2848,2025-01-12,9,Kundenservice,
1500,6544,2025-12-31,9,Produkt,Solaranlage läuft einwandfrei
1501,6733,2024-05-02,5,Gesamtzufriedenheit,
1502,7114,2024-06-15,8,Installation,"War okay, nichts Besonderes"
1503,1930,2025-11-01,4,Installation,Unsaubere Arbeit
1504,15849,2025-05-23,5,App & Digital,Login funktioniert nicht
1505,5668,2024-03-25,10,Preis-Leistung,Preis stimmt
1506,9837,2025-04-25,4,Preis-Leistung,Zu teuer
1507,18185,2025-08-14,7,Installation,
1508,479,2024-05-11,7,Gesamtzufriedenheit,
1509,16767,2025-03-04,7,App & Digital,
1510,16138,2025-04-26,5,Gesamtzufriedenheit,Bin enttäuscht
1511,2453,2025-02-25,0,Kundenservice,Keine Lösung erhalten
1512,6419,2025-03-24,8,Produkt,Ganz okay
1513,14274,2024-03-02,9,Kundenservice,Sehr freundliche Mitarbeiter
1514,19943,2024-06-15,8,Installation,
1515,8923,2025-08-16,8,App & Digital,Funktioniert meistens
1516,8209,2025-11-10,9,App & Digital,Übersichtliches Portal
1517,14202,2024-09-30,8,Kundenservice,
1518,6287,2025-04-27,10,App & Digital,Verbrauch immer im Blick
1519,19680,2025-11-27,10,Produkt,Solaranlage läuft einwandfrei
1520,2764,2025-12-22,0,Installation,
1521,6560,2025-10-12,9,Kundenservice,
1522,4620,2025-10-15,7,Preis-Leistung,Vergleichbar mit anderen
1523,12711,2024-08-07,9,App & Digital,Verbrauch immer im Blick
1524,1696,2025-06-10,9,Kundenservice,Sehr freundliche Mitarbeiter
1525,18962,2024-03-30,8,App & Digital,App stürzt manchmal ab
1526,2311,2024-09-27,10,Produkt,Wallbox perfekt installiert
1527,13789,2025-11-07,4,Installation,
1528,13670,2025-11-08,8,Kundenservice,Musste mehrfach anrufen
1529,8996,2025-09-06,9,Installation,Installation top organisiert
1530,12485,2025-01-30,9,Produkt,Wallbox perfekt installiert
1531,15061,2025-01-24,6,App & Digital,
1532,7458,2024-03-27,9,Installation,Schnell und sauber
1533,12037,2024-12-08,2,Preis-Leistung,Versteckte Kosten
1534,17427,2025-08-12,7,Preis-Leistung,
1535,6550,2024-12-15,9,Preis-Leistung,Günstiger als erwartet
1536,11124,2024-07-23,7,Installation,
1537,18835,2024-11-04,10,Produkt,Wallbox perfekt installiert
1538,13793,2025-09-22,10,Kundenservice,Schnelle Hilfe erhalten
1539,11649,2025-12-05,4,Kundenservice,
1540,9678,2025-07-17,8,Installation,
1541,5198,2025-12-03,10,App & Digital,
1542,7431,2024-12-23,7,Produkt,Ganz okay
1543,11449,2024-04-03,4,Gesamtzufriedenheit,Erwartungen nicht erfüllt
1544,9472,2024-04-04,0,Produkt,
1545,3523,2025-03-11,10,Preis-Leistung,
1546,12428,2025-09-28,0,Installation,Termin dreimal verschoben
1547,6654,2024-08-22,7,Installation,Hat etwas gedauert
1548,1193,2024-02-11,8,Produkt,Leistung könnte besser sein
1549,1896,2024-04-22,6,Gesamtzufriedenheit,Würde nicht erneut wählen
1550,5192,2025-05-26,9,Gesamtzufriedenheit,
1551,8861,2025-09-16,9,Gesamtzufriedenheit,
1552,13459,2024-01-25,7,Produkt,Funktioniert wie erwartet
1553,10683,2025-12-01,10,Preis-Leistung,Gutes Preis-Leistungs-Verhältnis
1554,16531,2025-10-11,7,Installation,Kleine Verzögerung
1555,5058,2025-12-02,6,Installation,Termin dreimal verschoben
1556,9367,2025-02-18,10,Gesamtzufriedenheit,
1557,18409,2025-02-21,8,Kundenservice,
1558,4784,2025-02-12,6,App & Digital,App nicht nutzbar
1559,16783,2024-12-24,9,Produkt,
1560,14861,2024-06-15,9,App & Digital,Einfache Bedienung
1561,10412,2025-08-25,3,Gesamtzufriedenheit,Schlechte Erfahrung
1562,8527,2025-05-28,10,Kundenservice,Problemlos gelöst
1563,3131,2025-10-10,7,Installation,
1564,15896,2025-04-29,8,Produkt,Ganz okay
1565,15414,2025-09-01,8,Produkt,Funktioniert wie erwartet
1566,13801,2025-04-03,7,Kundenservice,Lange Wartezeit am Telefon
1567,15401,2025-06-01,0,Preis-Leistung,
1568,9830,2024-01-13,7,Produkt,Funktioniert wie erwartet
1569,7980,2024-09-06,5,Kundenservice,
1570,8070,2025-11-09,9,Installation,Handwerker sehr professionell
1571,15861,2024-07-30,6,Preis-Leistung,Zu teuer
1572,19452,2025-12-03,2,Installation,Nachbesserung nötig
1573,13138,2024-07-26,7,Preis-Leistung,
1574,14603,2025-07-06,5,Preis-Leistung,Versteckte Kosten
1575,2110,2024-03-18,5,Produkt,Qualität mangelhaft
1576,4108,2024-09-15,2,App & Digital,Sehr langsam
1577,8288,2024-05-21,9,Produkt,Wärmepumpe spart enorm
1578,3263,2024-11-13,10,Produkt,
1579,7282,2025-07-27,8,Installation,
1580,12066,2024-09-08,9,App & Digital,
1581,9851,2024-05-24,0,Preis-Leistung,Zu teuer
1582,6900,2024-02-24,9,Gesamtzufriedenheit,Rundum zufrieden
1583,13392,2024-05-14,10,Installation,Handwerker sehr professionell
1584,9265,2025-02-02,9,Kundenservice,Problemlos gelöst
1585,12762,2025-11-18,8,Installation,
1586,11738,2025-01-25,8,Kundenservice,
1587,14279,2025-04-08,9,Gesamtzufriedenheit,Top Anbieter
1588,18034,2025-03-18,8,Installation,
1589,14256,2025-05-27,7,Installation,Hat etwas gedauert
1590,6738,2025-04-29,1,Installation,
1591,9990,2024-06-27,7,Produkt,Funktioniert wie erwartet
1592,14179,2024-09-11,9,Gesamtzufriedenheit,
1593,18506,2024-04-22,8,Gesamtzufriedenheit,
1594,5632,2024-06-12,7,Produkt,Leistung könnte besser sein
1595,1829,2025-10-17,9,App & Digital,
1596,1429,2025-01-19,9,App & Digital,
1597,11035,2025-01-22,9,App & Digital,Einfache Bedienung
1598,5529,2024-12-13,8,Produkt,Ganz okay
1599,3962,2025-03-14,0,Kundenservice,Keine Lösung erhalten
1600,1829,2025-02-24,8,App & Digital,App stürzt manchmal ab
1601,5812,2025-05-03,10,Kundenservice,
1602,17625,2024-09-17,9,Produkt,
1603,3233,2025-05-18,7,Preis-Leistung,
1604,2386,2024-04-26,10,App & Digital,App funktioniert super
1605,18392,2024-10-21,5,Produkt,Nicht wie versprochen
1606,5002,2025-10-05,4,App & Digital,
1607,7928,2025-01-13,3,Kundenservice,Niemand erreichbar
1608,10727,2024-01-06,0,App & Digital,Login funktioniert nicht
1609,12317,2025-11-19,7,Kundenservice,Service war in Ordnung
1610,5919,2024-11-10,8,App & Digital,App stürzt manchmal ab
1611,5935,2025-11-07,9,Preis-Leistung,
1612,14467,2025-01-08,6,Produkt,
1613,10328,2024-04-18,0,App & Digital,
1614,19566,2025-07-14,1,App & Digital,Sehr langsam
1615,9638,2025-07-01,8,Installation,"War okay, nichts Besonderes"
1616,8289,2024-03-06,7,App & Digital,App stürzt manchmal ab
1617,5118,2024-08-29,8,Gesamtzufriedenheit,Könnte besser sein
1618,4471,2025-01-01,8,App & Digital,
1619,8990,2024-09-06,8,Preis-Leistung,Vergleichbar mit anderen
1620,15109,2025-01-09,5,Produkt,
1621,7899,2024-10-03,9,Gesamtzufriedenheit,
1622,3158,2024-04-09,5,Kundenservice,Unfreundlich am Telefon
1623,9291,2024-06-23,2,Installation,Unsaubere Arbeit
1624,6503,2025-09-21,2,Produkt,
1625,1950,2024-06-11,8,App & Digital,
1626,15496,2025-03-29,3,Preis-Leistung,Versteckte Kosten
1627,9551,2024-07-23,10,App & Digital,Verbrauch immer im Blick
1628,719,2024-11-20,7,Kundenservice,Lange Wartezeit am Telefon
1629,19205,2024-01-06,9,Preis-Leistung,
1630,5534,2025-06-13,9,Installation,
1631,18932,2025-05-23,1,Kundenservice,Unfreundlich am Telefon
1632,3555,2024-12-07,7,Kundenservice,Service war in Ordnung
1633,19137,2025-08-31,6,Gesamtzufriedenheit,Bin enttäuscht
1634,9054,2025-02-22,5,Produkt,Störungen häufig
1635,7615,2024-03-09,7,Installation,"War okay, nichts Besonderes"
1636,4368,2025-02-24,9,App & Digital,Verbrauch immer im Blick
1637,5368,2025-06-04,10,Kundenservice,
1638,5995,2025-11-24,7,Installation,Hat etwas gedauert
1639,9477,2025-01-05,10,App & Digital,Übersichtliches Portal
1640,7936,2024-01-16,8,Produkt,Leistung könnte besser sein
1641,1063,2024-05-03,5,Gesamtzufriedenheit,Bin enttäuscht
1642,6646,2025-05-23,4,Gesamtzufriedenheit,Schlechte Erfahrung
1643,16045,2025-10-31,1,Kundenservice,
1644,1839,2025-01-21,10,Gesamtzufriedenheit,Alles bestens
1645,6478,2025-06-20,7,Gesamtzufriedenheit,Könnte besser sein
1646,13935,2024-05-09,9,App & Digital,Übersichtliches Portal
1647,18182,2024-06-19,8,Gesamtzufriedenheit,Nichts Besonderes
1648,14528,2024-07-26,7,Preis-Leistung,Vergleichbar mit anderen
1649,16217,2024-11-04,8,Kundenservice,
1650,18752,2025-06-16,6,Installation,Unsaubere Arbeit
1651,9431,2025-11-10,6,Produkt,
1652,5201,2024-02-29,9,Preis-Leistung,Fairer Preis
1653,19921,2024-04-04,9,App & Digital,
1654,10016,2024-03-05,4,Produkt,
1655,15429,2025-10-14,7,Produkt,Funktioniert wie erwartet
1656,11960,2025-09-22,9,Installation,
1657,11118,2024-11-28,7,Produkt,Leistung könnte besser sein
1658,2857,2024-07-14,3,Preis-Leistung,
1659,724,2024-08-16,7,Installation,Hat etwas gedauert
1660,5359,2025-05-19,7,Produkt,
1661,544,2025-11-28,8,Produkt,Ganz okay
1662,9684,2025-09-26,3,Preis-Leistung,
1663,10924,2024-10-30,4,Installation,Termin dreimal verschoben
1664,6257,2024-02-15,8,Kundenservice,
1665,9737,2024-07-12,9,Gesamtzufriedenheit,Sehr zufrieden mit EPOWER
1666,3696,2024-07-17,5,Installation,Unsaubere Arbeit
1667,4927,2024-02-11,8,Gesamtzufriedenheit,
1668,5293,2024-10-04,8,Kundenservice,
1669,2296,2025-11-02,1,Kundenservice,
1670,16470,2025-06-12,8,Installation,
1671,15138,2025-02-02,9,App & Digital,
1672,6403,2024-02-27,9,Preis-Leistung,Günstiger als erwartet
1673,423,2024-05-01,8,Kundenservice,
1674,8197,2025-07-07,9,Produkt,Solaranlage läuft einwandfrei
1675,3724,2024-09-04,9,Preis-Leistung,Fairer Preis
1676,17324,2024-08-26,8,Produkt,Ganz okay
1677,18090,2025-02-09,10,Gesamtzufriedenheit,
1678,4359,2025-01-30,1,Installation,Unsaubere Arbeit
1679,9502,2024-06-04,5,Gesamtzufriedenheit,
1680,12366,2024-03-30,9,Gesamtzufriedenheit,Rundum zufrieden
1681,11283,2024-01-26,2,Gesamtzufriedenheit,
1682,3583,2025-02-22,9,Installation,Handwerker sehr professionell
1683,631,2024-07-17,7,Gesamtzufriedenheit,
1684,7161,2025-07-03,7,Produkt,Ganz okay
1685,7742,2024-09-08,10,Kundenservice,Problemlos gelöst
1686,2762,2025-12-11,9,Gesamtzufriedenheit,Kann ich nur weiterempfehlen
1687,9428,2024-10-06,3,Produkt,
1688,19115,2024-09-07,8,Preis-Leistung,Etwas teuer
1689,12819,2025-05-02,9,Installation,Schnell und sauber
1690,13923,2025-12-16,0,Produkt,Störungen häufig
1691,7912,2024-05-04,7,Gesamtzufriedenheit,
1692,1210,2025-09-07,8,App & Digital,
1693,15705,2024-04-24,9,Gesamtzufriedenheit,
1694,16940,2025-05-05,10,App & Digital,
1695,13689,2024-06-30,8,App & Digital,
1696,7445,2025-04-14,8,Kundenservice,Musste mehrfach anrufen
1697,17186,2024-06-18,8,Kundenservice,Lange Wartezeit am Telefon
1698,13552,2025-06-19,1,Preis-Leistung,Nicht transparent
1699,3912,2024-10-29,10,Installation,
1700,10855,2024-07-31,4,Gesamtzufriedenheit,
1701,18049,2025-05-09,2,Installation,Nachbesserung nötig
1702,1308,2025-06-22,2,Produkt,
1703,14523,2024-06-30,9,Preis-Leistung,
1704,1683,2024-12-31,2,Kundenservice,Niemand erreichbar
1705,3248,2025-05-30,8,Installation,Kleine Verzögerung
1706,14056,2025-12-24,10,Produkt,Smart Meter sehr nützlich
1707,6200,2025-08-10,0,Produkt,Nicht wie versprochen
1708,5888,2025-12-01,9,Gesamtzufriedenheit,Sehr zufrieden mit EPOWER
1709,4649,2024-08-12,7,Produkt,
1710,824,2025-05-23,8,Gesamtzufriedenheit,Nichts Besonderes
1711,14939,2025-08-03,10,Preis-Leistung,Günstiger als erwartet
1712,13245,2024-07-13,8,Gesamtzufriedenheit,Durchschnittlich
1713,17786,2024-12-26,8,Produkt,
1714,5216,2024-04-09,10,Preis-Leistung,Gutes Preis-Leistungs-Verhältnis
1715,16678,2024-01-05,8,Gesamtzufriedenheit,
1716,12833,2025-05-21,7,Kundenservice,Service war in Ordnung
1717,1945,2025-11-18,9,App & Digital,
1718,9873,2024-09-04,4,Gesamtzufriedenheit,Würde nicht erneut wählen
1719,18653,2025-08-13,10,Preis-Leistung,
1720,4169,2024-09-28,6,Preis-Leistung,
1721,126,2024-07-04,8,Preis-Leistung,Etwas teuer
1722,18544,2024-07-01,8,Installation,
1723,10349,2024-01-17,0,App & Digital,App nicht nutzbar
1724,11350,2025-07-12,7,Preis-Leistung,Preis ist okay
1725,15271,2025-10-06,10,Preis-Leistung,Gutes Preis-Leistungs-Verhältnis
1726,17958,2024-02-02,10,Gesamtzufriedenheit,Sehr zufrieden mit EPOWER
1727,4949,2024-12-19,8,Preis-Leistung,Preis ist okay
1728,2123,2024-04-03,7,Kundenservice,
1729,10375,2024-10-26,6,Produkt,Defekt nach kurzer Zeit
1730,17493,2025-04-10,7,Kundenservice,
1731,8905,2024-09-16,10,Produkt,
